Unnamed: 0.1,Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
87,90,2027-07-01 08:00:00,MIR-001,88291,Magnetic Field Manipulation Unit,1,Optical Elements,Vendor AAA,19655,20 weeks,High,External,A.2,ACP Integration,ISO 9001,Temperature Stability Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
52,85,2024-11-01 08:00:00,GPS-002,99002,Liquid Chromatography Unit,1,"Plastic, Stainless Steel",Vendor J,30000,8 weeks,Medium,External,A.2,PRA Integration,SEMI S567,Magnetic Field Strength Test,Provided by vendor,Level 2,163.0,Custom crate,"RoHS, REACH",-,220.0
97,80,2028-03-01 08:00:00,PSD-002,11223,Pulse Width Modulation Controller,1,"Glass, Quartz",Vendor YY,7408,22 weeks,High,External,A.1,LC Integration,SEMI S345,Ultrasonic Testing,Provided by vendor,Level 2,126.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,43.0
83,92,2029-09-01 08:00:00,IMS-002,99002,Coolant Pump for Closed-loop System,1,"Silicon, Copper",Vendor C,29333,12 weeks,Low,External,A.3,PMS Integration,SEMI S234,Magnetic Field Strength Test,Provided by vendor,Level 1,87.0,Custom packaging,"RoHS, REACH",-,131.0
18,30,2026-10-01 08:00:00,DAC-002,87090,Plasma Control Software System,1,Ceramic,Vendor FFF,13781,10 weeks,Medium,External,A.1,Thermal Probe Assembly,SEMI S789,Remote Monitoring Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,183.0
100,34,2028-11-01 08:00:00,CVL-002,11223,Radio Frequency Quadrupole Unit,1,"Stainless Steel, Glass",Vendor J,17116,8 weeks,Medium,External,B.2,PRA Integration,SEMI S234,Spectral Analysis Test,Provided by vendor,Level 1,130.0,Custom crate,"RoHS, REACH",-,30.0
49,100,2024-02-01 08:00:00,CCM-001,80054,Hydrogen Gas Activation Unit,1,Aluminum Alloy,Vendor F,500,8 weeks,High,External,B.2,RMS Integration,SEMI S567,Purification Efficiency Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,240.0
45,90,2029-12-01 08:00:00,CS-002,99002,Spectroscopic Ellipsometry Module,1,Stainless Steel,Vendor Z,18972,12 weeks,Medium,External,A.1,PRA Integration,SEMI S345,Gas Composition Analysis,Provided by vendor,Level 1,200.0,Custom crate,"RoHS, REACH",-,134.0
96,36,2029-05-01 08:00:00,PLD-001,68356,Nanoparticle Deposition Module,1,"Gold, Quartz",Vendor RR,500,15 weeks,High,External,A.1,Electronic Assembly,SEMI S345,Gas Flow Stability Test,Provided by vendor,Level 1,176.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
33,10,2025-12-01 08:00:00,LC-002,99002,Ion Milling System,1,Ceramic,Vendor DDD,30000,8 weeks,High,External,A.1,LVD Assembly,SEMI S345,Microstructural Analysis,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,100.0
88,86,2028-05-01 08:00:00,CMP-002,44959,Laser Beam Collimation Unit,1,"Aluminum, Glass",Vendor X,4887,12 weeks,High,External,A.2,LDS Assembly,SEMI S345,Functional Tests,Provided by vendor,Level 1,84.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,73.0
85,68,2028-12-01 08:00:00,HFS-001,11223,Mid-Infrared Spectroscopy Module,1,Mercury Vapor,Vendor Y,500,8 weeks,High,External,A.2,LSM Integration,SEMI S234,Ultrasonic Testing,Provided by vendor,Level 1,141.0,Custom packaging,"RoHS, REACH",-,228.0
0,84,2030-04-01 08:00:00,EC-002,11223,Robot arm and wafer chuck,1,Inconel,Vendor Q,24697,8 weeks,Medium,External,B.1,EDA Integration,SEMI S678,Functional Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,151.0
100,0,2028-08-01 08:00:00,LMP-001,11223,Precision temperature control,1,"Quartz, Aluminum",Vendor S,9928,12 weeks,High,External,A.2,PLD Integration,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,26.0
14,6,2023-05-01 08:00:00,FTS-001,35387,High-performance vacuum system,1,Stainless Steel,Vendor S,500,8 weeks,Low,External,A.3,Pressure Gauge Assembly,SEMI S345,Pressure Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,27.0
28,0,2024-11-01 08:00:00,FTIR-002,99002,Gas Supply Unit,1,"Stainless Steel, Glass",Vendor H,500,20 weeks,Medium,External,A.1,"CNC Machining, Welding",SEMI S567,Resolution Test,Provided by vendor,Level 2,175.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,83.0
98,91,2030-07-01 08:00:00,ACP-001,11223,Atmospheric Control Panel,1,"Quartz, Dielectric Materials",Vendor V,24379,12 weeks,High,External,A.2,LPC Integration,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,36.0
10,100,2030-06-01 08:00:00,NEW-001,86451,Photoacoustic Spectroscopy Module,1,"Copper, Ceramic",Vendor R,21145,8 weeks,Medium,External,B.1,SPA Integration,SEMI S567,Leak Test,Provided by vendor,Level 1,76.0,Custom packaging,"RoHS, REACH",-,190.0
88,32,2030-01-01 08:00:00,IMS-002,11223,Coating and Sputtering Tool,1,Stainless Steel,Vendor C,500,10 weeks,Medium,External,A.3,Vacuum Technology,SEMI S345,Cleaning Efficiency Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,28.0
0,93,2024-12-01 08:00:00,MEMS-002,71246,Data Acquisition System,1,Plastic,Vendor BB,30000,8 weeks,High,External,A.3,Software Development,ISO 9001,Visual Inspection,Provided by vendor,Level 1,66.0,Custom packaging,"RoHS, REACH",-,206.0
31,84,2029-09-01 08:00:00,MSI-001,76688,Gas distribution manifold,1,Brass,Vendor Z,30000,8 weeks,High,External,B.1,ACU Integration,SEMI S567,Gas Flow Stability Test,Provided by vendor,Level 1,171.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,100.0
95,75,2025-12-01 08:00:00,PHOTO-002,99002,Gas distribution manifold,1,"Stainless Steel, Glass",Vendor D,4539,8 weeks,High,External,A.2,AFR Integration,SEMI S345,Plasma Characteristics Analysis,Provided by vendor,Level 2,154.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
15,100,2029-01-01 08:00:00,PCU-002,84222,Ion Implantation Module,1,"Polyethylene, Silicon",Vendor YY,24403,8 weeks,High,External,A.2,CCD Integration,SEMI S234,Spectral Analysis Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,103.0
100,42,2023-10-01 08:00:00,VAL-002,11223,Electron Microscopy System,1,Stainless Steel,Vendor F,12706,12 weeks,Medium,External,A.2,AFR Integration,SEMI S456,Flow Control Tests,Provided by vendor,Level 2,51.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,109.0
100,100,2024-11-01 08:00:00,EMF-002,11223,Robot arm and wafer chuck,1,Copper,Vendor M,500,15 weeks,Medium,External,A.2,RMS Integration,SEMI S234,Pressure Uniformity Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,220.0
26,100,2025-10-01 08:00:00,CAL-001,11223,Pulse Width Modulation Controller,1,"Stainless Steel, Plastic",Vendor WW,30000,12 weeks,Medium,External,A.2,CSU Integration,SEMI S567,Resonance Frequency Test,Provided by vendor,Level 1,20.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
28,100,2028-05-01 08:00:00,PSD-002,99002,Gas distribution manifold,1,Electronic Components,Vendor YY,500,6 weeks,High,External,B.1,"Laser Cutting, Assembly",ISO 14001,Dielectric Barrier Discharge Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,227.0
60,87,2025-10-01 08:00:00,RFI-002,52534,Liquid Vaporizer Device,1,Quartz,Vendor K,30000,18 weeks,High,External,B.2,Electronic Assembly,SEMI S456,Plasma Uniformity Test,Provided by vendor,Level 2,149.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,164.0
27,17,2024-03-01 08:00:00,PHOTO-002,61974,Vacuum Leak Checker,1,"Plastic, Stainless Steel",Vendor C,500,12 weeks,High,External,A.2,Electronic Assembly,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,88.0
0,10,2025-11-01 08:00:00,MSI-001,11223,High-Pressure System,1,"Glass, Quartz",Vendor E,30000,8 weeks,High,External,A.1,"Laser Cutting, Assembly",SEMI S345,Mass Spectrometry Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,195.0
100,96,2028-10-01 08:00:00,VSS-002,11223,Plasma Control Software System,1,"Aluminum Alloy, Glass",Vendor U,8306,12 weeks,Medium,External,A.2,Integration of Components,SEMI S567,High-Voltage Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,66.0
100,88,2029-04-01 08:00:00,PRA-001,99002,Electrostatic Magnetic Field Module,1,"Copper, Ceramic",Vendor DDD,30000,20 weeks,High,External,B.2,RFS Integration,SEMI S345,Nanoparticle Size Analysis,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,100.0
80,87,2024-02-01 08:00:00,CPS-002,99002,Specialized chamber for etching process,1,"Stainless Steel, Aluminum",Vendor M,500,8 weeks,High,External,A.1,FTIR Spectroscopy Integration,SEMI S234,Voltage Modulation Test,Provided by vendor,Level 1,95.0,Custom packaging,"RoHS, REACH",-,162.0
100,82,2023-04-01 08:00:00,PCS-002,99002,Dielectric Barrier Discharge Unit,1,Stainless Steel,Vendor S,16942,8 weeks,Low,External,A.2,Quartz Fabrication,SEMI S345,Remote Monitoring Tests,Provided by vendor,Level 1,176.0,Custom crate,"RoHS, REACH",-,206.0
100,100,2028-02-01 08:00:00,HFS-001,11223,RF Generator and Electrostatic Chuck Assembly,1,Aluminum Alloy,Vendor EE,500,6 weeks,High,External,A.3,FTS Integration,SEMI S567,Functional Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during lid opening,76.0
100,100,2028-08-01 08:00:00,ISA-002,62343,Time-of-Flight Mass Spectrometry Module,1,Stainless Steel,Vendor BBB,9264,8 weeks,Medium,External,B.1,Plasma Brush Technology,SEMI S456,Magnetic Field Uniformity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,201.0
66,13,2025-06-01 08:00:00,NANO-002,11223,Vacuum Leak Checker,1,Plastic,Vendor N,17947,8 weeks,Medium,External,A.1,SPA Integration,SEMI S567,Pressure Test,Provided by vendor,Level 1,88.0,Custom crate,"RoHS, REACH",-,103.0
4,31,2029-01-01 08:00:00,CHM-001,99002,Laser Beam Collimation Unit,1,"Stainless Steel, Glass",Vendor MM,26997,15 weeks,High,External,A.1,Photolithography Integration,SEMI S123,Voltage Modulation Test,Provided by vendor,Level 1,83.0,Custom crate,"RoHS, REACH",-,227.0
63,100,2024-09-01 08:00:00,DAC-002,99002,Gas Chromatography Module,1,"Copper, Ceramic",Vendor BBB,23067,4 weeks,Medium,External,A.2,HEA Integration,SEMI S345,Nanoparticle Size Analysis,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,142.0
99,15,2028-01-01 08:00:00,PLC-002,11223,System for loading wafers into chamber,1,Ceramic,Vendor Q,500,10 weeks,High,External,A.2,Electronics Integration,SEMI S345,Evaporation Rate Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,23.0
0,60,2029-02-01 08:00:00,EUV-001,99002,Ion source for plasma etching,1,Software,Vendor Z,30000,20 weeks,High,External,A.3,Integration of Components,SEMI S678,Spectral Analysis Test,Provided by vendor,Level 2,103.0,Custom crate,"RoHS, REACH",-,161.0
28,100,2026-07-01 08:00:00,PPS-002,28342,Remote Monitoring System,1,"Aluminum Alloy, Ceramic",Vendor P,30000,10 weeks,Low,External,B.2,Vacuum Technology,SEMI S234,Resonance Frequency Test,Provided by vendor,Level 2,41.0,Custom packaging,"RoHS, REACH",-,100.0
19,100,2023-09-01 08:00:00,HGA-001,52265,Liquid Vaporizer Device,1,Stainless Steel,Vendor B,30000,4 weeks,High,External,A.1,PRA Integration,SEMI S234,Visual Inspection,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,26.0
100,0,2024-08-01 08:00:00,EC-002,12276,Plasma Monitoring System,1,"Aluminum, Glass",Vendor MM,500,12 weeks,Medium,External,A.2,Chiller Assembly,ISO 14001,Reactive Ionization Test,Provided by vendor,Level 1,128.0,Digital delivery,"RoHS, REACH",Safety interlocks during operation,75.0
100,100,2027-09-01 08:00:00,FTS-002,11223,Magnetic Field Manipulation Unit,1,Ceramic,Vendor Y,500,12 weeks,Medium,External,A.3,Vacuum Sealing,SEMI S456,Functional Tests,Provided by vendor,Level 1,92.0,Custom packaging,"RoHS, REACH",-,8.0
98,91,2028-08-01 08:00:00,MIR-001,44276,Ion source for plasma etching,1,"Quartz, Dielectric Materials",Vendor O,500,12 weeks,Medium,External,A.3,FTS Integration,SEMI S789,Electrical Safety Tests,Provided by vendor,Level 2,31.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,26.0
0,100,2026-06-01 08:00:00,PAS-002,11223,System for loading wafers into chamber,1,"Copper, Silicon",Vendor KK,14644,12 weeks,Medium,External,A.2,SPA Integration,SEMI S345,Pressure Test,Provided by vendor,Level 1,11.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,53.0
21,100,2029-01-01 08:00:00,PSD-002,11223,Hydrogen Gas Activation Unit,1,Electronic Components,Vendor R,30000,8 weeks,Low,External,B.2,"Laser Cutting, Assembly",SEMI S567,Coating Uniformity Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,93.0
28,0,2023-10-01 08:00:00,PLC-002,11223,Electrochemical Deposition Apparatus,1,Plastic,Vendor X,500,6 weeks,Medium,External,B.1,SPA Integration,SEMI S345,Voltage Modulation Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,71.0
0,64,2025-07-01 08:00:00,RMS-002,73693,Electron Spin Resonance Module,1,Stainless Steel,Vendor H,5727,10 weeks,Medium,External,A.1,"Laser Cutting, Assembly",SEMI S345,Magnetic Field Strength Test,Provided by vendor,Level 2,179.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
42,76,2025-01-01 08:00:00,SPA-001,82025,Vacuum Sealing System,1,Aluminum Alloy,Vendor M,6532,10 weeks,Medium,External,A.2,LDS Assembly,SEMI S567,Control System Tests,Provided by vendor,Level 1,22.0,Custom packaging,"RoHS, REACH",-,133.0
100,100,2027-01-01 08:00:00,CVL-002,99002,Lamp for Plasma Source,1,"Silicon, Copper",Vendor SS,30000,8 weeks,Medium,External,A.3,Plasma Brush Technology,ISO 14001,Pressure Test,Provided by vendor,Level 2,163.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,120.0
59,41,2024-07-01 08:00:00,LBC-002,17582,Thermal Control Unit,1,Electronic Components,Vendor F,500,16 weeks,Medium,External,A.3,Chiller Assembly,SEMI S345,Functional Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,57.0
71,47,2024-09-01 08:00:00,PAS-002,99002,Plasma Control System,1,Stainless Steel,Vendor VV,1355,20 weeks,Medium,External,A.1,Hydrogen Activation Process,SEMI S567,Mass Spectrometry Test,Provided by vendor,Level 1,175.0,Custom crate,"RoHS, REACH",Safety interlocks during lid opening,46.0
100,100,2029-10-01 08:00:00,FTS-002,99002,Ion Implantation Module,1,"Aluminum, Glass",Vendor N,500,12 weeks,Low,External,B.2,PLD Integration,ISO 9001,Resolution Enhancement Test,Provided by vendor,Level 1,90.0,Custom crate,"RoHS, REACH",-,72.0
100,76,2025-03-01 08:00:00,MFM-002,99002,Time-of-Flight Mass Spectrometry Module,1,Mercury Vapor,Vendor ZZ,30000,12 weeks,High,External,A.2,Hydrogen Activation Process,SEMI S234,Plasma Characteristics Analysis,Provided by vendor,Level 1,163.0,Custom packaging,"RoHS, REACH",-,8.0
33,17,2023-07-01 08:00:00,RFS-002,95217,High-Voltage Modulator,1,"Inconel, Polyurethane",Vendor YY,16690,16 weeks,Medium,External,A.1,GC Integration,SEMI S456,Flow Control Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
50,63,2026-02-01 08:00:00,ION-002,81661,Coolant Purification System,1,Electronic Components,Vendor ZZ,20124,12 weeks,High,External,B.2,Plasma Brush Technology,SEMI S345,Spectral Analysis Test,Provided by vendor,Level 1,134.0,Custom packaging,"RoHS, REACH",-,240.0
47,91,2023-06-01 08:00:00,CAL-001,99002,Scanning Probe Microscopy System,1,"Copper, Magnetic Alloy",Vendor I,23813,8 weeks,Medium,External,A.1,Sensor Integration,SEMI S234,Polishing Uniformity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,234.0
0,39,2029-11-01 08:00:00,PCU-002,99002,Dynamic Temperature Profiler,1,"Titanium, Quartz",Vendor C,500,8 weeks,High,External,A.3,MFM Integration,SEMI S678,Resolution Test,Provided by vendor,Level 2,161.0,Custom crate,"RoHS, REACH",-,183.0
100,93,2028-04-01 08:00:00,GDU-002,48467,Fourier Transform Infrared Spectroscopy Module,1,"Copper, Ceramic",Vendor TT,30000,15 weeks,Medium,External,B.2,EUV Technology,SEMI S234,Gas Composition Analysis,Provided by vendor,Level 2,128.0,Custom crate,"RoHS, REACH",-,211.0
100,23,2026-05-01 08:00:00,PLC-002,11223,Hydrogen Gas Activation Unit,1,"Stainless Steel, Glass",Vendor H,13638,6 weeks,Medium,External,B.2,Electronic Assembly,SEMI S567,Electromagnetic Compatibility Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
100,100,2027-11-01 08:00:00,RFI-002,99002,Acoustic Control Unit,1,Software,Vendor X,17429,10 weeks,High,External,A.3,Coating and Sputtering,SEMI S567,Leak Test,Provided by vendor,Level 1,94.0,Custom crate,"RoHS, REACH",-,76.0
0,46,2023-05-01 08:00:00,RFS-002,64973,Thermal Stability Probe,1,"Silicon, Plastic",Vendor GG,10169,20 weeks,High,External,A.2,Hydrogen Activation Process,SEMI S234,Purification Efficiency Test,Provided by vendor,Level 1,66.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
100,100,2029-03-01 08:00:00,GSU-001,11223,Plasma Control Software System,1,"Polyethylene, Aluminum",Vendor V,16596,8 weeks,Low,External,A.3,Photolithography Integration,ISO 14001,Pressure Calibration,Provided by vendor,Level 2,43.0,Custom packaging,"RoHS, REACH",-,145.0
58,91,2024-08-01 08:00:00,PCB-002,11223,Flow Control Module,1,"Gold, Quartz",Vendor QQ,30000,8 weeks,Medium,External,A.3,Precision Machining,SEMI S345,Gas Flow Stability Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,240.0
100,100,2029-03-01 08:00:00,CAL-001,84063,Advanced Plasma Source,1,"Copper, Magnetic Alloy",Vendor SS,19261,12 weeks,Medium,External,A.2,GC Integration,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 1,168.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,124.0
0,100,2024-12-01 08:00:00,HGA-001,63435,Pressure Gauge,1,"Titanium, Silicon",Vendor D,30000,12 weeks,High,External,A.1,EUV Technology,SEMI S456,Electromagnetic Compatibility Test,Provided by vendor,Level 1,26.0,Custom packaging,"RoHS, REACH",-,240.0
66,75,2030-02-01 08:00:00,CLT-001,47832,Plasma Monitoring System,1,Aluminum Alloy,Vendor F,500,4 weeks,Medium,External,A.2,Electronic Assembly,ISO 14001,Thermal Control Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,171.0
100,91,2025-02-01 08:00:00,LVD-001,99002,Pulse Width Modulation Controller,1,"Quartz, Dielectric Materials",Vendor U,30000,12 weeks,High,External,A.3,Ultrasonic Testing Integration,SEMI S234,Pressure Calibration,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,65.0
100,100,2024-02-01 08:00:00,ACP-001,29643,Time-of-Flight Mass Spectrometry Module,1,Ceramic,Vendor CCC,500,16 weeks,High,External,A.3,CNC Machining,SEMI S567,Pressure Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,148.0
60,0,2025-10-01 08:00:00,CST-001,11223,Plasma Control System,1,"Glass, Quartz",Vendor TT,500,22 weeks,Medium,External,A.2,DBD Integration,SEMI S234,Pressure Calibration,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,159.0
89,0,2028-11-01 08:00:00,EUV-001,73665,Chemical Mechanical Polishing Unit,1,Electronic Components,Vendor MM,8656,8 weeks,High,External,A.2,"CNC Machining, Welding",SEMI S567,Visual Inspection,Provided by vendor,Level 1,71.0,Custom packaging,"RoHS, REACH",-,26.0
14,93,2029-11-01 08:00:00,VLC-002,99002,Residual Gas Analyzer,1,"Ceramic, Polyurethane",Vendor UU,30000,12 weeks,High,External,A.1,FCM Assembly,SEMI S567,Cooling Efficiency Test,Provided by vendor,Level 2,157.0,Custom packaging,"RoHS, REACH",-,240.0
100,44,2024-11-01 08:00:00,VLC-002,40558,Hydrogen Gas Activation Unit,1,"Copper, Ceramic",Vendor ZZ,500,8 weeks,Medium,External,A.3,LC Integration,SEMI S234,Control System Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,38.0
