Component Name;Part Number;Description;Quantity;Material;Supplier;Unit Cost;Lead Time;Criticality;Source of Supply;Revision Level;Manufacturing Process;Quality Standards;Testing Requirements;Assembly Instructions;Subassembly Level;Weight;Packaging Information;Environmental Compliance;Safety Considerations
Etching Chamber;PSA-001;High-performance vacuum system;1;Inconel;Vendor P;$15,000;12 weeks;High;External;A.3;Electronic Assembly;SEMI S123;Diagnostics Performance Test;Provided by vendor;Level 2;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Plasma Source Assembly;GPS-002;Specialized chamber for etching process;1;Aluminum Alloy;Vendor C;$5,000;22 weeks;Medium;External;A.1;Quartz Fabrication;SEMI S234;Electrical Tests;Provided by vendor;Level 2;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during lid opening
Cooling System;CSS-002;Software system for process control;1;Stainless Steel;Vendor G;$8,000;10 weeks;Medium;External;A.2;Software Development;SEMI S678;Leak Test;Provided by vendor;Level 2;-;Custom crate;RoHS, REACH;-
Plasma Control Unit;WLS-002;Robot arm and wafer chuck;1;Stainless Steel;Vendor N;$10,000;15 weeks;Medium;External;B.2;Vacuum Technology;SEMI S678;Vacuum Integrity Test;Provided by vendor;Level 1;40 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Chamber Assembly;PCU-002;Specialized chamber for etching process;1;Various;Vendor K;$20,000;10 weeks;High;External;A.3;Robotic Assembly;SEMI S123;Temperature Stability Test;Provided by vendor;Level 2;-;Custom crate;RoHS, REACH;-
Etching Chamber;LID-001;Gas distribution manifold;1;Stainless Steel;Vendor M;$8,000;8 weeks;High;External;A.2;Electronic Assembly;SEMI S567;Diagnostics Performance Test;Provided by vendor;Level 1;-;Custom crate;RoHS, REACH;-
Control Software System;CSS-002;High-voltage power supply;1;Aluminum Alloy, Ceramic;Vendor Q;$15,000;12 weeks;High;External;A.1;Electronic Assembly;SEMI S456;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Digital delivery;RoHS, REACH;Safety interlocks during lid opening
Gas Purification System;GPS-002;High-performance vacuum system;1;Electronic Components;Vendor E;$15,000;22 weeks;High;External;A.1;Quartz Fabrication;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 2;80 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Power Supply Unit;VS-002;Lid for chamber;1;Copper, Silicon;Vendor H;$25,000;18 weeks;High;External;A.1;Automated Loading;SEMI S345;Electrical Tests;Provided by vendor;Level 1;150 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Gas Delivery System;GPS-002;Main chamber body;1;Aluminum Alloy;Vendor N;$28,000;10 weeks;High;External;A.1;Software Development;SEMI S678;Software Testing;Provided by vendor;Level 1;50 kg;Custom crate;RoHS, REACH;-
Vacuum System;VS-002;Robot arm and wafer chuck;1;Stainless Steel;Vendor C;$20,000;20 weeks;Medium;External;A.2;Precision Machining;SEMI S789;Diagnostics Performance Test;Provided by vendor;Level 2;120 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Plasma Control Unit;PSA-001;Specialized chamber for etching process;1;Aluminum Alloy;Vendor H;$15,000;8 weeks;High;External;A.1;Thermoelectric Cooling;SEMI S678;Pressure Test;Provided by vendor;Level 1;60 kg;Custom packaging;RoHS, REACH;-
Control Software System;CS-002;Main chamber body;1;Stainless Steel;Vendor H;$18,000;8 weeks;High;External;B.2;Electronic Assembly;SEMI S678;Functional Tests;Provided by vendor;Level 1;-;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Vacuum System;VS-002;System for loading wafers into chamber;1;Titanium;Vendor F;$18,000;15 weeks;Medium;External;B.1;Vacuum Technology;SEMI S567;Electrical Tests;Provided by vendor;Level 2;30 kg;Custom crate;RoHS, REACH;Safety interlocks during lid opening
Temperature Control Unit;EC-002;Specialized chamber for etching process;1;Stainless Steel;Vendor D;$20,000;14 weeks;Medium;External;A.2;CNC Machining;SEMI S234;Gas Purity Analysis;Provided by vendor;Level 1;120 kg;Custom crate;RoHS, REACH;-
Plasma Source Assembly;WHS-001;Precision temperature control;1;Titanium;Vendor L;$8,000;14 weeks;High;External;B.1;Electronic Assembly;SEMI S890;Robotic Tests;Provided by vendor;Level 2;80 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Control Software System;PSU-002;RF Generator and Electrostatic Chuck Assembly;1;Quartz;Vendor C;$20,000;10 weeks;High;External;A.1;Quartz Fabrication;SEMI S567;Temperature Stability Test;Provided by vendor;Level 1;90 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Plasma Source Assembly;VS-002;High-voltage power supply;1;Aluminum Alloy, Ceramic;Vendor J;$20,000;16 weeks;Medium;External;A.3;Automated Loading;SEMI S345;Temperature Stability Test;Provided by vendor;Level 2;90 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Wafer Loading System;ISA-002;Precision temperature control;1;Stainless Steel;Vendor N;$15,000;14 weeks;Medium;External;B.2;Software Development;SEMI S234;Temperature Stability Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Chamber Assembly;PSU-002;Lid for chamber;1;Software;Vendor Q;$8,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Ion Source Assembly;VS-002;Gas purification and filtration;1;Aluminum Alloy;Vendor L;$30,000;14 weeks;Medium;External;A.2;CNC Machining;SEMI S456;Gas Purity Analysis;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Plasma Source Assembly;ISA-002;High-performance vacuum system;1;Stainless Steel;Vendor J;$30,000;10 weeks;High;External;B.1;Precision Machining;ISO 9001;Gas Purity Analysis;Provided by vendor;Level 2;40 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Gas Purification System;GFMS-002;Main chamber body;1;Software;Vendor H;$28,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S456;Functional Tests;Provided by vendor;Level 2;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Control Software System;PSU-002;High-voltage power supply;1;Software;Vendor Q;$8,000;10 weeks;High;External;A.1;Integration of Diagnostics;SEMI S234;Helium Leak Test;Provided by vendor;Level 1;-;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Ion Source Assembly;CS-002;Software system for process control;1;Aluminum Alloy;Vendor H;$15,000;18 weeks;High;External;A.1;Robotic Assembly;SEMI S123;Functional Tests;Provided by vendor;Level 2;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Plasma Source Assembly;PSA-001;High-performance vacuum system;1;Various;Vendor J;$20,000;14 weeks;High;External;A.3;Integration of Components;SEMI S567;Electrical Tests;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Gas Flow Management System;PSU-002;Ion source for plasma etching;1;Electronic Components;Vendor H;$5,000;14 weeks;Medium;External;A.1;Laser Cutting, Assembly;SEMI S234;Mass Spectrometry Test;Provided by vendor;Level 1;70 kg;Digital delivery;RoHS, REACH;Safety interlocks during operation
Temperature Control Unit;VS-002;Gas distribution manifold;1;Stainless Steel;Vendor L;$18,000;20 weeks;Medium;External;B.1;Filtration and Purification;SEMI S567;Pressure Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Control Software System;CSS-002;Software system for process control;1;Stainless Steel;Vendor G;$8,000;10 weeks;High;External;A.1;CNC Machining, Welding;ISO 9001;Functional Tests;Provided by vendor;Level 1;50 kg;Custom crate;RoHS, REACH;-
Gas Purification System;CSS-002;High-voltage power supply;1;Software;Vendor M;$8,000;10 weeks;High;External;A.1;Electronic Assembly;SEMI S456;Electrical Safety Tests;Provided by vendor;Level 1;45 kg;Digital delivery;RoHS, REACH;-
Power Supply Unit;VS-002;Ion source for plasma etching;1;Copper, Silicon;Vendor M;$25,000;18 weeks;High;External;A.1;CNC Machining;SEMI S345;Electrical Tests;Provided by vendor;Level 2;50 kg;Custom packaging;RoHS, REACH;Safety interlocks during lid opening
Ion Source Assembly;WLS-002;High-performance vacuum system;1;Stainless Steel;Vendor F;$12,000;20 weeks;Medium;External;B.1;Vacuum Technology;SEMI S567;Vacuum Integrity Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Plasma Control Unit;WHS-001;Ion source for plasma etching;1;Various;Vendor O;$30,000;14 weeks;Medium;External;A.3;Quartz Fabrication;SEMI S234;Electrical Tests;Provided by vendor;Level 2;30 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Plasma Source Assembly;PDM-002;Specialized chamber for etching process;1;Various;Vendor K;$10,000;14 weeks;High;External;A.1;Integration of Diagnostics;SEMI S345;Diagnostics Performance Test;Provided by vendor;Level 2;80 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Ion Source Assembly;EC-002;Closed-loop coolant system;1;Polypropylene;Vendor J;$18,000;8 weeks;Medium;External;A.3;Electronic Assembly;SEMI S890;Electrical Tests;Provided by vendor;Level 2;30 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Vacuum System;VS-002;High-performance vacuum system;1;Stainless Steel;Vendor O;$30,000;20 weeks;Medium;External;B.1;Laser Cutting, Assembly;SEMI S789;Vacuum Integrity Test;Provided by vendor;Level 2;150 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Vacuum System;VS-002;Ion source for plasma etching;1;Stainless Steel;Vendor L;$16,000;14 weeks;High;External;B.1;Vacuum Technology;SEMI S567;Temperature Stability Test;Provided by vendor;Level 2;150 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Gas Delivery System;PSA-001;Specialized chamber for etching process;1;Inconel;Vendor C;$18,000;15 weeks;Medium;External;B.2;Laser Cutting, Assembly;SEMI S567;Electrical Tests;Provided by vendor;Level 2;200 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Cooling System;LID-001;RF Generator and Electrostatic Chuck Assembly;1;Stainless Steel;Vendor P;$18,000;15 weeks;Medium;External;A.1;Precision Machining;SEMI S890;Visual Inspection;Provided by vendor;Level 2;50 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Power Supply Unit;LID-001;High-voltage power supply;1;Polypropylene;Vendor Q;$8,000;12 weeks;High;External;A.1;Software Development;SEMI S123;Diagnostics Performance Test;Provided by vendor;Level 2;70 kg;Custom packaging;RoHS, REACH;Safety interlocks during handling
Control Software System;PSU-002;Software system for process control;1;Aluminum Alloy, Ceramic;Vendor L;$18,000;12 weeks;High;External;A.1;Flow Rate Calibration;SEMI S567;Gas Flow Stability Test;Provided by vendor;Level 2;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during lid opening
Ion Source Assembly;TCU-002;Ion source for plasma etching;1;Stainless Steel;Vendor F;$20,000;16 weeks;Medium;External;B.1;Thermoelectric Cooling;SEMI S567;Vacuum Integrity Test;Provided by vendor;Level 2;150 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Plasma Diagnostics Module;VS-002;Precision temperature control;1;Various;Vendor D;$20,000;14 weeks;Medium;External;A.3;Laser Cutting, Assembly;SEMI S234;Electrical Tests;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Wafer Handling System;ISA-002;Gas purification and filtration;1;Software;Vendor B;$8,000;14 weeks;High;External;A.2;Precision Machining;SEMI S345;Functional Tests;Provided by vendor;Level 1;50 kg;Custom crate;RoHS, REACH;-
Temperature Control Unit;PSA-001;Precision temperature control;1;Stainless Steel;Vendor L;$25,000;18 weeks;Medium;External;B.1;Automated Loading;SEMI S567;Diagnostics Performance Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Vacuum System;ISA-002;Gas purification and filtration;1;Aluminum Alloy, Ceramic;Vendor L;$16,000;14 weeks;Medium;External;B.1;Robotic Assembly;SEMI S567;Gas Purity Analysis;Provided by vendor;Level 2;45 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Vacuum System;PCU-002;Specialized chamber for etching process;1;Quartz;Vendor L;$30,000;20 weeks;Medium;External;B.1;Vacuum Technology;SEMI S678;Helium Leak Test;Provided by vendor;Level 2;150 kg;Custom crate;RoHS, REACH;Safety interlocks during handling
Vacuum System;PSA-001;High-performance vacuum system;1;Stainless Steel;Vendor N;$12,000;10 weeks;High;External;B.2;CNC Machining, Welding;SEMI S234;Pressure Test;Provided by vendor;Level 1;150 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Plasma Control Unit;PDM-002;High-performance vacuum system;1;Stainless Steel;Vendor L;$30,000;20 weeks;Medium;External;B.1;Robotic Assembly;SEMI S567;Leak Test;Provided by vendor;Level 1;30 kg;Custom crate;RoHS, REACH;-
Ion Source Assembly;WLS-002;Precision temperature control;1;Titanium;Vendor F;$22,000;10 weeks;Medium;External;A.3;CNC Machining;SEMI S789;Vacuum Integrity Test;Provided by vendor;Level 2;80 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Gas Delivery System;CSS-002;Ion source for plasma etching;1;Aluminum Alloy, Ceramic;Vendor E;$8,000;10 weeks;High;External;A.2;CNC Machining;SEMI S456;Visual Inspection;Provided by vendor;Level 1;30 kg;Custom packaging;RoHS, REACH;-
Etching Chamber;PSA-001;Ion source for plasma etching;1;Various;Vendor D;$20,000;20 weeks;Medium;External;A.3;Quartz Fabrication;SEMI S234;Electrical Tests;Provided by vendor;Level 2;80 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Ion Source Assembly;WLS-002;High-performance vacuum system;1;Stainless Steel;Vendor J;$15,000;15 weeks;Medium;External;A.3;Vacuum Technology;SEMI S789;Diagnostics Performance Test;Provided by vendor;Level 2;90 kg;Custom packaging;RoHS, REACH;Safety interlocks during handling
Chamber Assembly;PCU-002;System for loading wafers into chamber;1;Titanium;Vendor F;$10,000;8 weeks;Medium;External;B.1;CNC Machining;SEMI S234;Pressure Test;Provided by vendor;Level 2;90 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Control Software System;CSS-002;Software system for process control;1;Software;Vendor A;$8,000;12 weeks;High;External;A.1;Software Development;ISO 9001;Software Testing;Provided by vendor;Level 1;-;Digital delivery;RoHS, REACH;-
Control Software System;LID-001;Gas distribution manifold;1;Aluminum Alloy, Ceramic;Vendor H;$15,000;18 weeks;Medium;External;A.1;CNC Machining;ISO 9001;Electrical Safety Tests;Provided by vendor;Level 2;120 kg;Digital delivery;RoHS, REACH;Safety interlocks during maintenance
Plasma Control Unit;WHS-001;RF Generator and Electrostatic Chuck Assembly;1;Inconel;Vendor I;$8,000;12 weeks;High;External;A.1;Robotic Assembly;SEMI S345;Temperature Stability Test;Provided by vendor;Level 1;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Plasma Control Unit;PSU-002;Diagnostic tools for monitoring plasma;1;Various;Vendor J;$8,000;18 weeks;High;External;A.1;Electronic Assembly;ISO 9001;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Control Software System;PSU-002;Software system for process control;1;Software;Vendor Q;$25,000;12 weeks;High;External;A.1;Electronic Assembly;ISO 9001;Software Testing;Provided by vendor;Level 1;-;Digital delivery;RoHS, REACH;-
Plasma Diagnostics Module;PSU-002;High-voltage power supply;1;Quartz;Vendor J;$15,000;18 weeks;High;External;A.1;Electronic Assembly;SEMI S345;Electrical Safety Tests;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during maintenance
Control Software System;CHM-001;System for controlling gas flow rates;1;Stainless Steel;Vendor C;$15,000;20 weeks;High;External;A.2;CNC Machining, Welding;SEMI S567;Leak Test;Provided by vendor;Level 2;70 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Wafer Handling System;PCU-002;Specialized chamber for etching process;1;Aluminum Alloy, Ceramic;Vendor M;$28,000;18 weeks;High;External;A.1;Quartz Fabrication;SEMI S234;Functional Tests;Provided by vendor;Level 2;100 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Wafer Handling System;WLS-002;Gas distribution manifold;1;Stainless Steel;Vendor J;$30,000;10 weeks;Medium;External;A.2;Vacuum Technology;SEMI S567;Gas Flow Stability Test;Provided by vendor;Level 2;50 kg;Custom crate;RoHS, REACH;Safety interlocks during operation
Lid Assembly;PSU-002;RF Generator and Electrostatic Chuck Assembly;1;Electronic Components;Vendor K;$22,000;14 weeks;High;External;A.1;CNC Machining;SEMI S345;Temperature Stability Test;Provided by vendor;Level 2;150 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
Control Software System;PCU-002;RF Generator and Electrostatic Chuck Assembly;1;Copper, Silicon;Vendor K;$5,000;12 weeks;High;External;A.1;Software Development;SEMI S789;Electrical Safety Tests;Provided by vendor;Level 1;40 kg;Custom packaging;RoHS, REACH;Safety interlocks during handling
Etching Chamber;GDS-001;System for loading wafers into chamber;1;Stainless Steel;Vendor N;$10,000;14 weeks;Medium;External;A.1;Automated Loading;SEMI S678;Temperature Stability Test;Provided by vendor;Level 1;80 kg;Custom crate;RoHS, REACH;-
Plasma Diagnostics Module;PCU-002;Main chamber body;1;Quartz;Vendor I;$22,000;16 weeks;Medium;External;B.2;Quartz Fabrication;SEMI S456;Visual Inspection;Provided by vendor;Level 1;120 kg;Custom packaging;RoHS, REACH;Safety interlocks during operation
