Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
49,2025-06-01 08:00:00,DIE-001,99001,Remote Plasma Inspection Unit,1,"Silicon, Glass",Vendor XYZ,30000,12 weeks,High,External,A.1,DAS Integration,SEMI S456,Magnetic Field Uniformity Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
25,2026-12-01 08:00:00,ACU-002,75777,Electrochemical Deposition Apparatus,1,Aluminum Alloy,Vendor GG,25929,20 weeks,High,External,A.2,Ion Implantation Process,SEMI S678,Resolution Enhancement Test,Provided by vendor,Level 1,133,Custom crate,"RoHS, REACH",Safety interlocks during operation,127.0
49,2026-05-01 08:00:00,PSA-001,45677,Specialized chamber for etching process,1,"Gold, Quartz",Vendor U,30000,22 weeks,High,External,A.3,SPA Integration,SEMI S456,Nanoparticle Size Analysis,Provided by vendor,Level 1,25,Custom packaging,,Safety interlocks during operation,121.0
0,2026-12-01 08:00:00,CVL-002,16442,Diagnostic tools for monitoring plasma,1,Aluminum Alloy,Vendor KK,11467,15 weeks,High,External,B.2,MEMS Fabrication,SEMI S234,Visual Inspection,Provided by vendor,Level 2,200,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2025-01-01 08:00:00,GDS-001,99001,RF Generator and Electrostatic Chuck Assembly,1,"Gold, Quartz",Vendor J,13659,18 weeks,Medium,External,A.1,Vacuum Technology,SEMI S345,Pressure Uniformity Test,Provided by vendor,Level 2,66,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
10,2023-03-01 08:00:00,DIE-001,99001,Lid for chamber,1,Various,Vendor JJ,30000,16 weeks,High,External,A.3,EDA Integration,SEMI S789,Spectral Resolution Test,Provided by vendor,Level 2,143,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-02-01 08:00:00,DTP-001,22297,Plasma Control System,1,Carbon Composite,Vendor V,30000,16 weeks,High,External,A.1,Quartz Fabrication,SEMI S234,Pressure Test,Provided by vendor,Level 2,137,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-01-01 08:00:00,RFQ-002,11223,Control system for plasma parameters,1,"Stainless Steel, Polyethylene",Vendor S,5000,12 weeks,Medium,External,A.2,DTP Integration,SEMI S890,Terahertz Wave Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,94.0
41,2025-04-01 08:00:00,MEMS-002,11223,Digital-to-Analog Converter,1,Software,Vendor T,13850,10 weeks,Medium,External,B.1,Electronic Assembly,SEMI S890,Pressure Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
55,2027-11-01 08:00:00,NANO-002,73801,Diagnostic tools for monitoring plasma,1,"Aluminum Alloy, Ceramic",Vendor JJ,27676,22 weeks,High,External,A.2,Ultrasonic Testing Integration,SEMI S234,Mass Spectrometry Test,Provided by vendor,Level 2,45,Custom crate,"RoHS, REACH",Safety interlocks during operation,185.0
0,2024-04-01 08:00:00,PDM-002,95056,Diagnostic tools for monitoring plasma,1,Various,Vendor P,30000,22 weeks,High,External,A.3,Robotic Assembly,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,138,,"RoHS, REACH",Safety interlocks during operation,240.0
0,2027-02-01 08:00:00,CHM-001,37173,Plasma Monitoring System,1,"Silicon, Glass",Vendor VV,22358,14 weeks,Medium,External,A.1,ACU Integration,SEMI S678,Plasma Uniformity Test,Provided by vendor,Level 1,86,Custom crate,"RoHS, REACH",-,93.0
23,2024-11-01 08:00:00,LC-002,11223,Fourier Transform Spectrometer Module,1,Silicon,Vendor A,5000,14 weeks,Medium,External,A.1,Photolithography Integration,SEMI S234,Microstructural Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
38,2024-02-01 08:00:00,LBC-002,51024,Scanning Probe Microscopy System,1,"Aluminum, Glass",Vendor DD,30000,12 weeks,Medium,External,B.2,FTS Integration,SEMI S678,Electrical Tests,Provided by vendor,Level 2,57,Custom crate,"RoHS, REACH",-,90.0
58,2026-02-01 08:00:00,SPA-001,13581,Cathode Voltage Limiter,1,Electronic Components,Vendor EE,7896,8 weeks,Medium,External,A.2,Ultrasonic Testing Integration,SEMI S456,Spectral Resolution Test,Provided by vendor,Level 1,79,Custom crate,"RoHS, REACH",-,90.0
13,2024-06-01 08:00:00,PSU-002,99001,Ultrasonic Testing System,1,Stainless Steel,Vendor DDD,29584,10 weeks,High,External,A.3,Quartz Fabrication,SEMI S234,Gas Purity Analysis,Provided by vendor,Level 1,107,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2024-11-01 08:00:00,CMP-002,42692,Plasma Monitoring System,1,Aluminum Alloy,Vendor ZZ,23413,8 weeks,Medium,External,A.1,Electronic Assembly,SEMI S456,Helium Leak Test,Provided by vendor,Level 1,54,Custom crate,"RoHS, REACH",-,90.0
46,2025-07-01 08:00:00,VS-002,34533,Remote Plasma Inspection Unit,1,"Titanium, Polypropylene",Vendor R,30000,15 weeks,High,External,A.3,SPS Integration,SEMI S234,Helium Leak Test,Provided by vendor,Level 2,113,Custom crate,"RoHS, REACH",Safety interlocks during operation,232.0
6,2023-06-01 08:00:00,CMP-002,99001,Plasma Monitoring System,1,"Aluminum Alloy, Ceramic",Vendor BB,5000,14 weeks,High,External,A.1,Electronic Assembly,SEMI S567,Gas Purity Analysis,Provided by vendor,Level 1,55,Custom packaging,"RoHS, REACH",-,90.0
58,2027-02-01 08:00:00,PDM-002,99001,Electrochemical Deposition Apparatus,1,"Ceramic, Silicon",Vendor V,24122,22 weeks,High,External,A.3,Quartz Fabrication,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,50,Custom packaging,"RoHS, REACH",-,90.0
0,2023-06-01 08:00:00,PDM-002,99001,Micro-Etching Module,1,Titanium,Vendor CCC,30000,20 weeks,High,External,A.3,MIR Spectroscopy Integration,SEMI S234,Deposition Uniformity Test,Provided by vendor,Level 2,200,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
33,2024-11-01 08:00:00,EUV-001,11223,RF Generator and Electrostatic Chuck Assembly,1,"Titanium, Quartz",Vendor B,21081,20 weeks,High,External,A.3,Integration of Components,SEMI S234,Electrical Tests,Provided by vendor,Level 2,42,,"RoHS, REACH",,163.0
24,2024-11-01 08:00:00,VS-002,55471,Gas purification and filtration,1,"Stainless Steel, Glass",Vendor B,30000,15 weeks,High,External,A.1,Electronic Assembly,SEMI S789,Reactive Ionization Test,Provided by vendor,Level 1,120,Custom packaging,"RoHS, REACH",-,138.0
29,2023-01-01 08:00:00,EDA-001,99001,Gas Chromatography Module,1,"Titanium, Silicon",Vendor F,29535,22 weeks,High,External,A.3,TOF-MS Integration,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,140,Custom packaging,"RoHS, REACH",Safety interlocks during operation,143.0
0,2023-06-01 08:00:00,EC-002,28163,Mid-Infrared Spectroscopy Module,1,Carbon Composite,Vendor X,30000,8 weeks,High,External,A.1,SPS Integration,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 1,145,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
9,2027-08-01 08:00:00,LID-001,11223,Extreme Ultraviolet Light Source,1,Stainless Steel,Vendor EEE,5000,8 weeks,Medium,External,A.2,Electronic Assembly,SEMI S456,Helium Leak Test,Provided by vendor,Level 1,31,Digital delivery,"RoHS, REACH",-,90.0
6,2023-10-01 08:00:00,CHM-001,99001,Gas Chromatography Module,1,"Copper, Magnetic Alloy",Vendor PP,30000,12 weeks,High,External,A.3,Integration of Diagnostics,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,25,,"RoHS, REACH",Safety interlocks during operation,238.0
54,2025-02-01 08:00:00,GDS-001,90878,Cathode Voltage Limiter,1,"Quartz, Dielectric Materials",Vendor P,30000,14 weeks,High,External,B.1,Automated Loading,SEMI S234,Ellipsometry Accuracy Test,Provided by vendor,Level 2,72,Custom packaging,"RoHS, REACH",Safety interlocks during operation,165.0
58,2027-06-01 08:00:00,PMS-001,11223,Fourier Transform Infrared Spectroscopy Module,1,"Copper, Ceramic",Vendor P,5000,18 weeks,Medium,External,A.2,Automated Loading,SEMI S234,Visual Inspection,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,147.0
30,2024-11-01 08:00:00,AFM-001,99001,Gas distribution manifold,1,Stainless Steel,Vendor YY,30000,22 weeks,High,External,B.1,Integration of Components,SEMI S890,Control System Tests,Provided by vendor,Level 2,58,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
38,2025-09-01 08:00:00,FTIR-001,42598,High-voltage power supply,1,"Aluminum, Glass",Vendor AAA,29820,22 weeks,High,External,B.2,RMS Integration,SEMI S678,Pressure Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2024-07-01 08:00:00,DAS-002,20675,Ion source for plasma etching,1,Zinc Sulfide,Vendor JJ,26004,8 weeks,High,External,A.3,LBC Integration,SEMI S789,Magnetic Field Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during handling,240.0
56,2023-01-01 08:00:00,CHM-001,78126,RF Generator and Electrostatic Chuck Assembly,1,"Stainless Steel, Glass",Vendor P,24791,10 weeks,Medium,External,B.2,DAS Integration,SEMI S789,Electrical Tests,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,90.0
58,2023-12-01 08:00:00,WHS-001,84586,Plasma Control Software System,1,"Inconel, Polyurethane",Vendor H,5000,12 weeks,Medium,External,A.2,Filtration and Purification,SEMI S567,Cleaning Efficiency Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
58,2025-09-01 08:00:00,PCB-002,99001,High-performance vacuum system,1,"Ceramic, Silicon",Vendor XYZ,10696,14 weeks,High,External,A.3,Software Development,SEMI S234,Mass Resolution Test,Provided by vendor,Level 2,104,Custom crate,"RoHS, REACH",Safety interlocks during operation,197.0
0,2023-12-01 08:00:00,FTS-001,47872,Cathode Voltage Limiter,1,"Gold, Polymer",Vendor O,19724,22 weeks,High,External,A.2,Integration of Diagnostics,SEMI S789,Robotic Tests,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,240.0
26,2023-01-01 08:00:00,EMF-002,97701,Plasma Monitoring System,1,Electronic Components,Vendor MM,30000,18 weeks,High,External,B.1,EDA Integration,SEMI S567,Reactive Ionization Test,Provided by vendor,Level 2,71,Custom crate,"RoHS, REACH",,118.0
12,2027-09-01 08:00:00,SPA-001,55981,High-Energy Accelerator,1,Ceramic,Vendor VV,24982,10 weeks,High,External,B.2,Integration of Components,SEMI S456,Ion Dose Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,162.0
0,2023-04-01 08:00:00,THZ-001,22304,Dynamic Temperature Profiler,1,"Ferrite, Copper",Vendor OO,5000,15 weeks,Medium,External,A.1,Robotic Assembly,SEMI S234,Magnetic Field Strength Test,Provided by vendor,Level 2,200,Custom packaging,"RoHS, REACH",Safety interlocks during operation,205.0
22,2025-07-01 08:00:00,PLC-002,78684,Scanning Probe Microscopy System,1,Ceramic,Vendor FFF,5000,18 weeks,High,External,A.1,FTS Integration,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,99,Custom crate,"RoHS, REACH",-,158.0
0,2025-06-01 08:00:00,DAS-002,33339,Terahertz Spectroscopy Module,1,"Ferrite, Copper",Vendor XX,30000,10 weeks,High,External,A.3,Remote Plasma Technology,SEMI S789,Activation Efficiency Test,Provided by vendor,Level 2,86,Custom crate,"RoHS, REACH",,240.0
0,2027-11-01 08:00:00,FTS-001,99001,Fourier Transform Infrared Spectroscopy Module,1,"Stainless Steel, Glass",Vendor P,5000,14 weeks,High,External,B.1,"Laser Cutting, Assembly",SEMI S345,Mass Spectrometry Test,Provided by vendor,Level 1,88,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
5,2023-08-01 08:00:00,PDM-002,88071,Atomic Force Resonance Module,1,"Copper, Teflon",Vendor YY,30000,18 weeks,High,External,A.3,FTIR Spectroscopy Integration,SEMI S789,Wavelength Accuracy Test,Provided by vendor,Level 2,148,,"RoHS, REACH",Safety interlocks during operation,223.0
50,2025-04-01 08:00:00,RFI-002,27751,High-Energy Accelerator,1,Electronic Components,Vendor D,10320,14 weeks,Medium,External,A.2,MAS Integration,SEMI S567,Ion Dose Uniformity Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,104.0
0,2023-11-01 08:00:00,PDM-002,99001,Hydrogen Gas Activation Unit,1,Aluminum Alloy,Vendor P,11546,18 weeks,High,External,B.1,Quartz Fabrication,SEMI S234,Terahertz Wave Analysis,Provided by vendor,Level 2,150,Custom packaging,,Safety interlocks during operation,240.0
55,2026-03-01 08:00:00,PDM-002,99001,Specialized chamber for etching process,1,"Copper, Teflon",Vendor GG,28499,16 weeks,High,External,A.1,Nanoparticle Deposition,SEMI S234,Ion Energy Distribution,Provided by vendor,Level 2,139,Custom crate,"RoHS, REACH",Safety interlocks during operation,194.0
25,2027-09-01 08:00:00,MEMS-002,71934,High-performance vacuum system,1,Stainless Steel,Vendor WW,5000,16 weeks,Medium,External,A.2,Photolithography Integration,SEMI S456,Ultrasonic Testing,Provided by vendor,Level 1,86,Custom crate,"RoHS, REACH",Safety interlocks during handling,90.0
22,2025-12-01 08:00:00,PCB-002,53585,Reactive Mass Spectrometry Module,1,"Stainless Steel, Glass",Vendor GG,26779,10 weeks,Medium,External,A.1,Remote Plasma Technology,ISO 9001,Wavelength Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,201.0
0,2025-04-01 08:00:00,RMS-002,11223,Ion source for plasma etching,1,"Inconel, Polyurethane",Vendor EE,6733,12 weeks,Medium,External,A.2,Photolithography Integration,SEMI S678,Data Accuracy Test,Provided by vendor,Level 1,40,Custom crate,"RoHS, REACH",-,90.0
42,2026-06-01 08:00:00,LBC-002,64069,Nanoparticle Deposition Module,1,Aluminum Alloy,Vendor T,21627,14 weeks,Medium,External,A.1,Ion Implantation Process,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
58,2026-01-01 08:00:00,SPS-001,68563,Lid for chamber,1,"Glass, Quartz",Vendor HH,16800,20 weeks,High,External,A.3,Precision Machining,SEMI S789,Terahertz Wave Analysis,Provided by vendor,Level 2,30,Custom crate,"RoHS, REACH",Safety interlocks during operation,151.0
3,2025-05-01 08:00:00,LID-001,11223,Lid for chamber,1,"Titanium, Silicon",Vendor UU,13479,14 weeks,High,External,A.3,Vacuum Technology,SEMI S234,Deposition Uniformity Test,Provided by vendor,Level 1,148,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
42,2025-04-01 08:00:00,WHS-001,99001,Fourier Transform Infrared Spectroscopy Module,1,Electronic Components,Vendor E,22953,8 weeks,High,External,A.1,MEMS Fabrication,SEMI S890,Mass Spectrometry Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2025-12-01 08:00:00,PDM-002,20767,Control system for plasma parameters,1,Optical Elements,Vendor F,30000,14 weeks,High,External,A.2,DTP Integration,SEMI S567,Ellipsometry Accuracy Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",,240.0
9,2025-04-01 08:00:00,EMF-002,99001,Fourier Transform Spectrometer Module,1,"Titanium, Silicon",Vendor DD,30000,18 weeks,High,External,A.3,Electronics Integration,SEMI S234,Beam Collimation Accuracy Test,Provided by vendor,Level 2,119,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-08-01 08:00:00,NANO-002,11223,Radio Frequency Quadrupole Unit,1,Silicon,Vendor PP,18630,10 weeks,High,External,A.2,Thermoelectric Cooling,SEMI S345,Resolution Enhancement Test,Provided by vendor,Level 2,27,Custom crate,"RoHS, REACH",-,215.0
13,2027-03-01 08:00:00,AFM-001,90797,RF Generator and Electrostatic Chuck Assembly,1,"Ceramic, Polyurethane",Vendor RR,30000,15 weeks,High,External,A.3,Robotic Assembly,SEMI S234,Plasma Resonance Frequency Test,Provided by vendor,Level 2,149,,"RoHS, REACH",Safety interlocks during operation,240.0
29,2027-09-01 08:00:00,CVL-002,49064,Plasma Cleaning Brush Unit,1,Various,Vendor JJ,6269,10 weeks,Medium,External,A.1,FTIR Spectroscopy Integration,SEMI S890,Data Accuracy Test,Provided by vendor,Level 2,89,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
21,2027-11-01 08:00:00,PCU-002,15511,RF Generator and Electrostatic Chuck Assembly,1,"Aluminum Alloy, Ceramic",Vendor L,20653,22 weeks,High,External,A.1,FTIR Spectroscopy Integration,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,37,,"RoHS, REACH",Safety interlocks during operation,240.0
0,2027-09-01 08:00:00,THZ-001,11223,Gas distribution manifold,1,Carbon Composite,Vendor Y,5000,16 weeks,High,External,B.2,SPS Integration,SEMI S345,Separation Efficiency Test,Provided by vendor,Level 1,45,Custom crate,"RoHS, REACH",Safety interlocks during operation,202.0
0,2024-04-01 08:00:00,CHM-001,54742,Main chamber body,1,Various,Vendor ZZ,30000,14 weeks,Medium,External,A.3,ACU Integration,SEMI S678,Terahertz Wave Analysis,Provided by vendor,Level 1,58,Custom crate,"RoHS, REACH",-,90.0
0,2023-05-01 08:00:00,PSA-001,92644,Cathode Voltage Limiter,1,"Glass, Quartz",Vendor H,30000,22 weeks,High,External,A.1,Photolithography Integration,SEMI S234,Gas Composition Analysis,Provided by vendor,Level 2,42,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-11-01 08:00:00,PCS-002,11223,Chemical Mechanical Polishing Unit,1,"Copper, Magnetic Alloy",Vendor DD,5000,22 weeks,High,External,A.2,Thermoelectric Cooling,SEMI S456,Gas Composition Analysis,Provided by vendor,Level 2,107,Custom crate,"RoHS, REACH",-,240.0
21,2025-12-01 08:00:00,RFS-002,11725,Control system for plasma parameters,1,Zinc Sulfide,Vendor Z,26143,20 weeks,High,External,A.2,EDA Integration,SEMI S678,Separation Efficiency Test,Provided by vendor,level 1,44,Custom crate,"RoHS, REACH",Safety interlocks during operation,145.0
48,2025-07-01 08:00:00,NANO-002,99001,RF Generator and Electrostatic Chuck Assembly,1,"Glass, Quartz",Vendor AAA,30000,20 weeks,High,External,B.1,LBC Integration,SEMI S234,RFQ Stability Test,Provided by vendor,Level 2,96,,"RoHS, REACH",Safety interlocks during operation,90.0
58,2024-02-01 08:00:00,FTIR-001,57838,Remote Plasma Inspection Unit,1,"Polyethylene, Silicon",Vendor N,28472,18 weeks,High,External,B.2,CMP Technology,SEMI S678,Electrical Tests,Provided by vendor,Level 2,34,Custom crate,"RoHS, REACH",-,240.0
1,2027-05-01 08:00:00,GDS-001,11223,High-performance vacuum system,1,Electronic Components,Vendor HH,28546,8 weeks,Medium,External,A.1,DAS Integration,SEMI S456,Visual Inspection,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,214.0
0,2026-01-01 08:00:00,PLC-002,82778,Electrochemical Deposition Apparatus,1,"Copper, Ceramic",Vendor F,30000,15 weeks,High,External,A.3,Integration of Diagnostics,SEMI S234,Electrical Tests,Provided by vendor,Level 2,64,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
28,2025-02-01 08:00:00,GPS-002,11223,Plasma Resonance Analyzer,1,"Polyethylene, Silicon",Vendor AA,14538,16 weeks,High,External,A.3,Automated Loading,SEMI S789,Resolution Enhancement Test,Provided by vendor,Level 2,39,Custom packaging,"RoHS, REACH",Safety interlocks during operation,225.0
58,2027-07-01 08:00:00,DAS-002,11223,Precision temperature control,1,"Titanium, Glass",Vendor Y,26468,15 weeks,Medium,External,A.3,DTP Integration,SEMI S345,Wavelength Accuracy Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,141.0
55,2023-12-01 08:00:00,PCU-002,99001,Magnetic Field Manipulation Unit,1,"Copper, Ceramic",Vendor JJ,30000,18 weeks,High,External,A.3,Integration of Diagnostics,SEMI S234,RFQ Stability Test,Provided by vendor,Level 2,106,Custom crate,"RoHS, REACH",Safety interlocks during operation,211.0
